mobile_num,country,plan,start_Date,end_Date,duration,is_Active,days_Active
630897736346,AUS,DATAROAM15,9/6/2024 10:00,9/7/2024 0:00,1,TRUE,10
632752719080,AUS,DATAROAM14,9/3/2024 10:00,9/9/2024 0:00,6,TRUE,15
632568742189,AUS,DATAROAM14,9/2/2024 10:00,9/4/2024 0:00,2,TRUE,16
636704448344,AUS,DATAROAM15,9/6/2024 10:00,9/8/2024 0:00,2,FALSE,7
632676040050,AUS,DATAROAM14,9/5/2024 10:00,9/10/2024 0:00,5,TRUE,3
637104139133,AUS,DATAROAM15,9/6/2024 10:00,9/9/2024 0:00,3,FALSE,9
630361816316,AUS,DATAROAM14,9/7/2024 10:00,9/8/2024 0:00,1,FALSE,10
635049589687,AUS,DATAROAM14,9/10/2024 10:00,9/11/2024 0:00,1,TRUE,4
635725706618,AUS,DATAROAM14,9/10/2024 10:00,9/11/2024 0:00,1,TRUE,4
632399476113,AUS,DATAROAM14,9/10/2024 10:00,9/11/2024 0:00,1,TRUE,6
639076140032,AUS,DATAROAM15,9/9/2024 10:00,9/10/2024 0:00,1,TRUE,4
632698995514,AUS,DATAROAM15,9/10/2024 10:00,9/11/2024 0:00,1,FALSE,5
630174941636,AUS,DATAROAM15,9/1/2024 10:00,9/3/2024 0:00,2,FALSE,16
639937364723,AUS,DATAROAM15,9/11/2024 10:00,9/12/2024 0:00,1,TRUE,7
639613607385,AUS,DATAROAM15,9/11/2024 10:00,9/12/2024 0:00,1,FALSE,2
639820309971,AUS,DATAROAM14,9/10/2024 10:00,9/11/2024 0:00,1,TRUE,5
635431825157,AUS,DATAROAM15,9/8/2024 10:00,9/11/2024 0:00,3,FALSE,8
639084675543,AUS,DATAROAM15,9/6/2024 10:00,9/10/2024 0:00,4,TRUE,3
630027886870,AUS,DATAROAM15,9/6/2024 10:00,9/7/2024 0:00,1,TRUE,4
634236721416,AUS,DATAROAM15,9/8/2024 10:00,9/9/2024 0:00,1,TRUE,10
633503403108,AUS,DATAROAM15,9/7/2024 10:00,9/9/2024 0:00,2,FALSE,8
630182193164,AUS,DATAROAM15,9/2/2024 10:00,9/6/2024 0:00,4,TRUE,16
634649890253,AUS,DATAROAM15,9/2/2024 10:00,9/8/2024 0:00,6,TRUE,16
638799019171,AUS,DATAROAM15,9/10/2024 10:00,9/11/2024 0:00,1,FALSE,5
637191949545,AUS,DATAROAM15,9/7/2024 10:00,9/10/2024 0:00,3,FALSE,9
637386707375,AUS,DATAROAM15,9/4/2024 10:00,9/7/2024 0:00,3,TRUE,14
635002721081,AUS,DATAROAM15,9/7/2024 10:00,9/8/2024 0:00,1,TRUE,11
637476706661,AUS,DATAROAM14,9/11/2024 10:00,9/12/2024 0:00,1,TRUE,5
634659437155,AUS,DATAROAM15,9/6/2024 10:00,9/10/2024 0:00,4,TRUE,10
638056012826,AUS,DATAROAM15,9/6/2024 10:00,9/11/2024 0:00,5,TRUE,10
638665023072,AUS,DATAROAM15,9/10/2024 10:00,9/11/2024 0:00,1,TRUE,8
630772743455,AUS,DATAROAM15,9/10/2024 10:00,9/11/2024 0:00,1,TRUE,3
635880216333,AUS,DATAROAM15,9/6/2024 10:00,9/11/2024 0:00,5,TRUE,10
635144153790,AUS,DATAROAM15,9/9/2024 10:00,9/10/2024 0:00,1,FALSE,6
635041440286,AUS,DATAROAM15,9/10/2024 10:00,9/11/2024 0:00,1,TRUE,5
636023044430,AUS,DATAROAM15,9/10/2024 10:00,9/11/2024 0:00,1,FALSE,3
634432200172,AUS,DATAROAM15,9/10/2024 10:00,9/11/2024 0:00,1,TRUE,6
631043915451,AUS,DATAROAM15,9/10/2024 10:00,9/11/2024 0:00,1,TRUE,6
630761892510,AUS,DATAROAM14,9/5/2024 10:00,9/6/2024 0:00,1,TRUE,10
638694083396,AUS,DATAROAM15,9/10/2024 10:00,9/11/2024 0:00,1,TRUE,6
638405396064,AUS,DATAROAM15,9/4/2024 10:00,9/5/2024 0:00,1,TRUE,14
633537023290,AUS,DATAROAM15,9/10/2024 10:00,9/11/2024 0:00,1,FALSE,3
632473389787,AUS,DATAROAM15,9/1/2024 10:00,9/11/2024 0:00,10,FALSE,15
636515237410,AUS,DATAROAM15,9/10/2024 10:00,9/11/2024 0:00,1,TRUE,8
639500630648,AUS,DATAROAM15,9/6/2024 10:00,9/9/2024 0:00,3,TRUE,10
634283129509,AUS,DATAROAM15,9/3/2024 10:00,9/6/2024 0:00,3,FALSE,10
637766382705,AUS,DATAROAM15,9/1/2024 10:00,9/11/2024 0:00,10,TRUE,17
639261625902,AUS,DATAROAM15,9/3/2024 10:00,9/4/2024 0:00,1,TRUE,15
630335164105,AUS,DATAROAM15,9/8/2024 10:00,9/9/2024 0:00,1,TRUE,10
630247743218,AUS,DATAROAM15,9/10/2024 10:00,9/11/2024 0:00,1,FALSE,0
638116551610,AUS,DATAROAM14,9/3/2024 10:00,9/10/2024 0:00,7,TRUE,15
